id,nama,url,harga
377,Tas Camera Naica Juno Black,https://galaxycamera.id/en/tas-camera-naica-juno-series-black.html,"Rp350.000,00"
378,Rechargeable Battery HERO8 Black/HERO7 Black/HERO6 Black,https://galaxycamera.id/en/rechargeable-battery-hero8-black-hero7-black-hero6-black.html,"Rp319.000,00"
379,Dry Cabinet Casell CL-50A,https://galaxycamera.id/en/casell-dry-cabinet-cl-50a.html,"Rp1.955.000,00"
380,Zhiyun Crane 3 Lab,https://galaxycamera.id/en/zhiyun-crane-3-lab.html,"Rp7.500.000,00"
381,Nikon Z50 Kit 16-50mm,https://galaxycamera.id/en/nikon-z50-kit-16-50mm.html,"Rp14.999.000,00"
382,Boya BY-M1DM Dual Omni-directional Lavalier Microphone,https://galaxycamera.id/en/boya-microphone-by-m1dm-dual-omni-directional-lavalier.html,"Rp305.000,00"
383,Nikon D3500 Body,https://galaxycamera.id/en/nikon-d3500-body.html,"Rp5.499.000,00"
384,Tas Camera Maxx-300,https://galaxycamera.id/en/tas-camera-maxx-300.html,"Rp180.000,00"
385,Tas Camera Maxx-15,https://galaxycamera.id/en/tas-camera-maxx-15.html,"Rp120.000,00"
386,DJI Mavic Mini,https://galaxycamera.id/en/dji-mavic-mini-basic.html,"Rp5.999.000,00"
387,Fujifilm Finepix XP140 Dark Silver,https://galaxycamera.id/en/fujifilm-finepix-xp140-dark-silver.html,"Rp3.199.000,00"
388,Lensa Fujifilm Fujinon XF 55-200mm F3.5-4.8 R LM OIS,https://galaxycamera.id/en/lensa-fujifilm-fujinon-xf55-200mm-f3-5-4-8-r-lm-ois.html,"Rp9.999.000,00"
389,DJI Mavic Mini Fly More Combo,https://galaxycamera.id/en/dji-mavic-mini-combo.html,"Rp7.499.000,00"
390,Beike Q666 Tripod,https://galaxycamera.id/en/tripod-beike-q666.html,"Rp890.000,00"
391,Beike Q999 Tripod,https://galaxycamera.id/en/tripod-beike-q999.html,"Rp810.000,00"
392,Beike Q999H Tripod,https://galaxycamera.id/en/tripod-beike-q999h.html,"Rp1.090.000,00"
393,Moza Mini S,https://galaxycamera.id/en/moza-mini-s.html,"Rp1.000.000,00"
394,Tas Camera Maxx-500 Grey,https://galaxycamera.id/en/tas-camera-maxx-500-grey.html,"Rp320.000,00"
395,Tas Camera Maxx-500 Black,https://galaxycamera.id/en/tas-camera-maxx-500-black.html,"Rp320.000,00"
396,Nikon D610 Body,https://galaxycamera.id/en/nikon-d610-body.html,"Rp11.499.000,00"
397,Fujifilm X-H1 Body,https://galaxycamera.id/en/fujifilm-x-h1-body.html,"Rp17.499.000,00"
398,Fujifilm X-E3 XF 23mm F2 R WR Silver,https://galaxycamera.id/en/fujifilm-x-e3-xf23mm-silver.html,"Rp16.999.000,00"
399,Canon EOS M200 Black Kit 15-45mm,https://galaxycamera.id/en/canon-eos-m200-black-kit-15-45mm.html,"Rp8.099.000,00"
400,Canon XA11 Camcorder,https://galaxycamera.id/en/canon-camcorder-xa11.html,"Rp23.880.000,00"
401,Kokaii Jumbo Blower,https://galaxycamera.id/en/kokaii-jumbo-blower.html,"Rp50.000,00"
402,Baterai Wasabi Power KIT-BB-LPE6,https://galaxycamera.id/en/baterai-wasabi-power-canon-lp-e6.html,"Rp699.000,00"
403,Moza AirCross 2 3-Axis Handheld Gimbal Stabilizer Professional Kit,https://galaxycamera.id/en/moza-aircross-2-professional-kit.html,"Rp7.000.000,00"
404,Baterai Charger Casell NP-W126,https://galaxycamera.id/en/baterai-charger-casell-np-w126.html,"Rp500.000,00"
405,Baterai Charger Casell NP-FW50,https://galaxycamera.id/en/baterai-charger-triple-casell-np-fw50.html,"Rp599.000,00"
406,Feiyu Vlog Pocket Sakura Pink,https://galaxycamera.id/en/feiyutech-vlog-pocket-pink.html,"Rp899.000,00"
407,Panasonic Lumix DMC-G85 Body + Lensa Lumix G 25mm F1.7,https://galaxycamera.id/en/panasonic-lumix-dmc-g85-body-g-25mm-f1-7.html,"Rp12.998.000,00"
408,Baterai Nikon EN-EL24 Original,https://galaxycamera.id/en/batterai-nikon-en-el24-original.html,"Rp699.000,00"
409,Baterai Nikon EN-EL14A Original,https://galaxycamera.id/en/baterai-nikon-en-el14a-original.html,"Rp759.000,00"
410,Larmor Screen Protector For Nikon D7500,https://galaxycamera.id/en/larmor-screen-protector-for-nikon-d7500.html,"Rp175.000,00"
411,Larmor Screen Protector For Nikon D750,https://galaxycamera.id/en/larmor-screen-protector-for-nikon-d750.html,"Rp175.000,00"
412,Larmor Screen Protector For Canon Eos M3/M10,https://galaxycamera.id/en/larmor-screen-protector-for-canon-eos-m3-m10.html,"Rp175.000,00"
413,Batterai Lumix DMW-BLC12E Original,https://galaxycamera.id/en/batterai-lumix-dmw-blc12e-original.html,"Rp999.000,00"
414,Fujifilm X-T20 Kit XC 15-45mm + XC 50-230mm Black Noir,https://galaxycamera.id/en/fujifilm-x-t20-kit-15-45mm-xc50-230mm.html,"Rp16.999.000,00"
415,Canon PowerShot G7X Mark III Silver,https://galaxycamera.id/en/canon-g7x-mark-iii-silver.html,"Rp9.999.000,00"
416,Canon PowerShot G7X Mark III Black,https://galaxycamera.id/en/canon-g7-x-mark-iii-black.html,"Rp9.999.000,00"
417,Canon EOS M6 Mark II Kit EF-M 15-45mm IS STM Silver,https://galaxycamera.id/en/canon-eos-m6-mark-ii-silver-kit-15-45mm.html,"Rp14.200.000,00"
418,Canon EOS M6 Mark II Kit EF-M 15-45mm IS STM Black,https://galaxycamera.id/en/canon-eos-m6-mark-ii-black-kit-15-45mm.html,"Rp14.200.000,00"
419,Brica B-Steady Multi,https://galaxycamera.id/en/brica-b-steady-multi.html,"Rp1.999.000,00"
420,Lensa Sigma 16mm F1.4 DC DN For Sony E-Mount,https://galaxycamera.id/en/lensa-sigma-16mm-f1-4-dc-dn-for-sony-e-mount.html,"Rp5.900.000,00"
421,Lensa Sigma 30mm F1.4 DC DN For Sony E-Mount,https://galaxycamera.id/en/lensa-sigma-30mm-f1-4-dc-dn-for-sony-e-mount.html,"Rp4.740.000,00"
422,Lensa Panasonic Lumix G 42.5mm F1.7 ASPH,https://galaxycamera.id/en/panasonic-lumix-g-42-5mm-f1-7-asph.html,"Rp4.999.000,00"
423,Canon EOS M50 Body White,https://galaxycamera.id/en/canon-eos-m50-body-only-white.html,"Rp9.599.000,00"
424,Canon EOS M50 Body Black,https://galaxycamera.id/en/canon-eos-m50-body.html,"Rp9.599.000,00"
425,Canon EOS 1DX Mark II Body,https://galaxycamera.id/en/canon-eos-1dx-mark-ii-body.html,"Rp85.685.000,00"
426,Canon EOS 5DSR Body,https://galaxycamera.id/en/canon-eos-5dsr-body.html,"Rp50.370.000,00"
427,Canon EOS 5DS Body,https://galaxycamera.id/en/canon-eos-5ds-body.html,"Rp44.000.000,00"
428,Canon EOS 5D Mark IV 24-105mm L,https://galaxycamera.id/en/canon-eos-5d-mark-iv-24-105mm-l.html,"Rp62.490.000,00"
429,Canon EOS 5D Mark IV 24-70mm L F2,https://galaxycamera.id/en/canon-eos-5d-mark-iv-24-70mm-l-f2.html,"Rp59.200.000,00"
430,Canon EOS 5D Mark IV Body,https://galaxycamera.id/en/canon-eos-5d-mark-iv-body.html,"Rp49.990.000,00"
431,Canon EOS 7D Mark II Kit EF-S 18-135mm IS STM,https://galaxycamera.id/en/canon-eos-7d-mark-ii-18-135mm.html,"Rp30.455.000,00"
432,Canon EOS 6D Mark II Kit EF 24-105mm F/4 L IS II USM,https://galaxycamera.id/en/canon-eos-6d-mark-ii-fe-24-105mm-f4.html,"Rp40.750.000,00"
433,Canon EOS 6D Mark II Kit EF 24-70mm F/4 L IS USM,https://galaxycamera.id/en/canon-eos-6d-mark-ii-fe-24-70mm-f4.html,"Rp37.390.000,00"
434,Lynca Memory Card Case KH6 Yellow,https://galaxycamera.id/en/lynca-memory-card-case-kh6-yellow.html,"Rp150.000,00"
435,Lynca Memory Card Case KH6 Blue,https://galaxycamera.id/en/lynca-memory-card-case-kh6-blue.html,"Rp150.000,00"
436,Lynca Memory Card Case KH6 Black,https://galaxycamera.id/en/lynca-memory-card-case-kh6-black.html,"Rp150.000,00"
437,Lensa Sigma 17-70mm F2.8-4 DC Macro OS HSM For Canon,https://galaxycamera.id/en/lensa-sigma-17-70mm-f2-8-4-dc-macro-os-hsm-for-canon.html,"Rp6.900.000,00"
438,Lensa Sigma 56mm F1.4 DC DN For Sony E-Mount,https://galaxycamera.id/en/lensa-sigma-56mm-f1-4-dc-dn-for-sony-e-mount.html,"Rp6.840.000,00"
439,Lensa Fujifilm Fujinon XF 56mm F1.2 R,https://galaxycamera.id/en/lensa-fujinon-xf56mm-f1-2-r.html,"Rp14.999.000,00"
440,Lensa Nikkor AF 50mm F1.8 D,https://galaxycamera.id/en/lensa-nikkor-af-50mm-f1-8-d.html,"Rp1.555.000,00"
441,Lensa Nikkor AF-S 50mm F1.8 G,https://galaxycamera.id/en/lensa-nikkor-af-s-50mm-f1-8-g.html,"Rp3.399.000,00"
442,Zhiyun Crane M2,https://galaxycamera.id/en/zhiyun-crane-m2.html,"Rp2.949.000,00"
443,Zomei T60 Tripod,https://galaxycamera.id/en/tripod-zomei-t60.html,"Rp250.000,00"
444,Tas Camera Maxx-20,https://galaxycamera.id/en/tas-camera-maxx-20.html,"Rp180.000,00"
445,Tas Camera Maxx-100,https://galaxycamera.id/en/tas-camera-maxx-100.html,"Rp180.000,00"
446,Tas Camera Luminoz,https://galaxycamera.id/en/tas-camera-luminoz.html,"Rp150.000,00"
447,Memory SDHC Sandisk Extreme 64GB 150mb/s,https://galaxycamera.id/en/memory-sdhc-sandisk-extreme-64gb-150mb-s.html,"Rp390.000,00"
448,Memory Micro SDHC Sandisk Ultra 64GB 100mb/s,https://galaxycamera.id/en/memory-micro-sd-sandisk-ultra-64gb-100mb-s-with-adapter.html,"Rp280.000,00"
449,Leather Half Case Fujifilm X-A3,https://galaxycamera.id/en/leather-half-case-fujifilm-x-a3.html,"Rp250.000,00"
450,Baterai Grip Nikon MB-D51,https://galaxycamera.id/en/baterai-grip-nikon-mb-d51.html,"Rp550.000,00"
451,Baterai Grip Nikon MB-D31,https://galaxycamera.id/en/baterai-grip-nikon-mb-d31.html,"Rp550.000,00"
452,Fujifilm X-A20 Kit 15-45mm Brown,https://galaxycamera.id/en/fujifilm-x-a20-kit-15-45mm-brown.html,"Rp4.999.000,00"
453,Fujifilm X-A7 Kit 15-45mm Camel,https://galaxycamera.id/en/fujifilm-x-a7-kit-15-45mm-camel.html,"Rp10.999.000,00"
454,Fujifilm X-A7 Kit 15-45mm Dark Silver,https://galaxycamera.id/en/fujifilm-x-a7-kit-15-45mm-dark-silver.html,"Rp10.999.000,00"
455,Fujifilm X-A7 Kit 15-45mm Silver,https://galaxycamera.id/en/fujifilm-x-a7-kit-15-45mm-silver.html,"Rp10.999.000,00"
456,Saramonic SmartMic,https://galaxycamera.id/en/saramonic-smartmic.html,"Rp275.000,00"
457,Saramonic Vmic Mini,https://galaxycamera.id/en/saramonic-vmic-mini.html,"Rp690.000,00"
458,DJI Ryze Tello,https://galaxycamera.id/en/dji-ryze-tello.html,"Rp1.299.000,00"
459,DJI Osmo Mobile 3 Basic,https://galaxycamera.id/en/dji-osmo-mobile-3-basic.html,"Rp1.500.000,00"
460,DJI Osmo Mobile 3 Combo,https://galaxycamera.id/en/dji-osmo-mobile-3-combo.html,"Rp1.750.000,00"
461,Dry Cabinet Everbrait MRD-30S,https://galaxycamera.id/en/everbrait-dry-cabinet-series-mrd-30s.html,"Rp1.090.000,00"
462,Dry Box Everbrait R20 + Moisture Absorber,https://galaxycamera.id/en/everbrait-r20-dry-box-moisture-absorber.html,"Rp670.000,00"
463,Dry Box Everbrait R10 + Moisture Absorber,https://galaxycamera.id/en/everbrait-dry-box-r10.html,"Rp500.000,00"
464,Sony DSC-WX350 Black,https://galaxycamera.id/en/sony-dsc-wx350-white.html,"Rp3.499.000,00"
465,Sony DSC W830 White,https://galaxycamera.id/en/sony-dsc-w830-white.html,"Rp1.599.000,00"
466,Sony DSC W830 Black,https://galaxycamera.id/en/sony-dsc-w830-black.html,"Rp1.599.000,00"
467,Panasonic Lumix DC-GF10 Kit 12-32mm Black,https://galaxycamera.id/en/panasonic-lumix-dc-gf10-black.html,"Rp6.999.000,00"
468,Panasonic Lumix DMC-G85 Body,https://galaxycamera.id/en/panasonic-lumix-dmc-g85-body.html,"Rp9.999.000,00"
469,Nikon D750 Body,https://galaxycamera.id/en/nikon-d750-body.html,"Rp23.999.000,00"
470,Fujifilm X-A5 Kit 15-45mm Mint Green,https://galaxycamera.id/en/fujifilm-x-a5-mint-green.html,"Rp7.999.000,00"
471,Kase K-P1 Pro Tripod,https://galaxycamera.id/en/tripod-kase-k-p1-pro.html,"Rp1.050.000,00"
472,Brica B-Steady Pro,https://galaxycamera.id/en/brica-b-steady-pro.html,"Rp1.150.000,00"
473,Filter UV Marumi Fit+Slim CPL 67mm,https://galaxycamera.id/en/filter-uv-marumi-fit-slim-cpl-67mm.html,"Rp627.000,00"
474,Filter UV Marumi Fit+Slim CPL 62mm,https://galaxycamera.id/en/filter-uv-marumi-fit-slim-cpl-62mm.html,"Rp583.000,00"
475,Filter UV Marumi Fit+Slim CPL 40.5mm,https://galaxycamera.id/en/filter-uv-marumi-fit-slim-cpl-40-5mm.html,"Rp396.000,00"
476,Filter UV Marumi Fit+Slim Lens Protector 58mm,https://galaxycamera.id/en/filter-uv-marumi-fit-slim-lens-protector-58mm.html,"Rp280.000,00"
477,Filter UV Marumi Fit+Slim Lens Protector 55mm,https://galaxycamera.id/en/filter-uv-marumi-fit-slim-lens-protector-55mm.html,"Rp270.000,00"
478,Filter UV Marumi Fit+Slim Lens Protector 52mm,https://galaxycamera.id/en/filter-uv-marumi-fit-slim-lens-protector-52mm.html,"Rp240.000,00"
479,Filter UV Marumi Fit+Slim Lens Protector 49mm,https://galaxycamera.id/en/filter-uv-marumi-fit-slim-lens-protector-49mm.html,"Rp240.000,00"
480,Filter UV Marumi Fit+Slim Lens Protector 40.5mm,https://galaxycamera.id/en/filter-uv-marumi-fit-slim-lens-protector-40-5mm.html,"Rp240.000,00"
481,Baterai Canon LP-E6N Original,https://galaxycamera.id/en/baterai-canon-lp-e6n-original.html,"Rp1.345.000,00"
482,Baterai Canon LP-E10 Original,https://galaxycamera.id/en/baterai-canon-lp-e10-original.html,"Rp815.000,00"
483,Moza AirCross 2 3-Axis Handheld Gimbal Stabilizer Basic,https://galaxycamera.id/en/moza-aircross-2-basic.html,"Rp5.999.000,00"
484,Nikon 1 J5 Kit 10-30mm White,https://galaxycamera.id/en/nikon-1-j5-kit-10-30mm-white.html,"Rp4.899.000,00"
485,Flash Godox Thinklite TT600,https://galaxycamera.id/en/flash-godox-thinklite-tt600.html,"Rp975.000,00"
486,Baterai Wasabi Power KIT-BB-FZ100,https://galaxycamera.id/en/baterai-wasabi-power-kit-bb-fz100.html,"Rp1.515.000,00"
487,Tas Lowepro Spectrum 10 Brown,https://galaxycamera.id/en/tas-lowepro-spectrum-10-brown.html,"Rp88.000,00"
488,Tas Lowepro Spectrum 10 Green,https://galaxycamera.id/en/tas-lowepro-spectrum-10-green.html,"Rp88.000,00"
489,Baterai Canon LP-E12 Original,https://galaxycamera.id/en/baterai-canon-lp-e12-original.html,"Rp860.000,00"
490,Fujifilm XF10 Champagne Gold,https://galaxycamera.id/en/fujifilm-xf10-champagne-gold.html,"Rp7.699.000,00"
491,Fujifilm XF10 Black,https://galaxycamera.id/en/fujifilm-xf10-black.html,"Rp7.699.000,00"
492,Sony A6400 Body Silver,https://galaxycamera.id/en/sony-a6400-body-silver.html,"Rp12.999.000,00"
493,Sony A6400 Kit 16-50mm Silver,https://galaxycamera.id/en/sony-a6400-kit-16-50mm-silver.html,"Rp14.999.000,00"
494,Canon EOS 200D Mark II Kit 18-55mm White,https://galaxycamera.id/en/canon-eos-200d-mark-ii-kit-18-55mm-white.html,"Rp10.999.000,00"
495,Tas Camera Canvas Shoulder Black,https://galaxycamera.id/en/tas-camera-canvas-shoulder-black.html,"Rp415.000,00"
496,Tas Camera Canvas Shoulder Brown,https://galaxycamera.id/en/tas-camera-canvas-shoulder-brown.html,"Rp415.000,00"
497,Brica B-Steady,https://galaxycamera.id/en/brica-b-steady.html,"Rp1.399.000,00"
498,Panasonic Lumix DC-GH5 Body,https://galaxycamera.id/en/panasonic-lumix-dc-gh5-body.html,"Rp22.999.000,00"
499,Dji Osmo Action,https://galaxycamera.id/en/dji-osmo-action.html,"Rp4.499.000,00"
500,Canon Paper Zink,https://galaxycamera.id/en/canon-paper-zink.html,"Rp159.500,00"
501,Canon Inspic S Rose Gold,https://galaxycamera.id/en/canon-inspic-s-rose-gold.html,"Rp2.250.000,00"
502,Canon Inspic S Pearl White,https://galaxycamera.id/en/canon-inspic-s-pearl-white.html,"Rp2.250.000,00"
503,Canon Inspic S Matte Black,https://galaxycamera.id/en/canon-inspic-s-matte-black.html,"Rp2.250.000,00"
504,Canon Inspic C Seaside Blue,https://galaxycamera.id/en/canon-inspic-c-seaside-blue.html,"Rp1.725.000,00"
505,Canon Inspic C Bumble Bee Yellow,https://galaxycamera.id/en/canon-inspic-c-bumble-bee-yellow.html,"Rp1.725.000,00"
506,Canon Inspic C Bubble Gum Pink,https://galaxycamera.id/en/canon-inspic-c-bubble-gum-pink.html,"Rp1.725.000,00"
507,Joby GorillaPod 1K Stand,https://galaxycamera.id/en/tripod-joby-gorillapod-1k-stand.html,"Rp450.000,00"
508,GoPro Adventure Kit,https://galaxycamera.id/en/gopro-adventure-kit.html,"Rp639.000,00"
509,Fujifilm X-T30 Kit XF 18-55mm Charcoal Silver,https://galaxycamera.id/en/fujifilm-x-t30-kit-18-55mm-charcoal.html,"Rp18.999.000,00"
510,Fujifilm X-T30 Kit XC 15-45mm Charcoal Silver,https://galaxycamera.id/en/fujifilm-x-t30-kit-15-45mm-charcoal.html,"Rp15.999.000,00"
511,Fujifilm X-T30 Body Charcoal Silver,https://galaxycamera.id/en/fujifilm-x-t30-body-charcoal.html,"Rp13.999.000,00"
512,Lensa Canon EF 50mm F/1.4 USM,https://galaxycamera.id/en/lensa-canon-ef-50mm-f-1-4-l-usm.html,"Rp5.830.000,00"
513,Latour Ring Light Powerful HD-18D,https://galaxycamera.id/en/latour-led-powerful-light-hd-18d.html,"Rp1.240.000,00"
514,Boya BY-M1 Omni Directional Lavalier Microphone,https://galaxycamera.id/en/microphone-boya-lavalier-by-m1.html,"Rp169.000,00"
515,Boya BY-MM1 Cardioid Microphone,https://galaxycamera.id/en/microphone-boya-by-mm1.html,"Rp315.000,00"
516,Fujifilm Instax Mini LiPlay Blush Gold,https://galaxycamera.id/en/fujifilm-instax-mini-liplay-blush-gold.html,"Rp2.449.000,00"
517,Fujifilm Instax Mini LiPlay Stone White,https://galaxycamera.id/en/fujifilm-instax-mini-liplay-stone-white.html,"Rp2.449.000,00"
518,Fujifilm Instax Mini LiPlay Elegant Black,https://galaxycamera.id/en/fujifilm-instax-mini-liplay-elegant-black.html,"Rp2.449.000,00"
519,Fujifilm Instax Square SQ20 Beige,https://galaxycamera.id/en/fujifilm-instax-square-sq20-beige.html,"Rp2.999.000,00"
520,Fujifilm Instax Square SQ20 Black,https://galaxycamera.id/en/fujifilm-instax-square-sq20-black.html,"Rp2.999.000,00"
521,Sony A7 Mark III Body,https://galaxycamera.id/en/a7-mark-iii-body.html,"Rp28.999.000,00"
522,Sony A7 Mark III FE 28-70mm,https://galaxycamera.id/en/sony-a7-mark-iii-fe-28-70mm.html,"Rp31.999.000,00"
523,Canon PowerShot SX740 HS,https://galaxycamera.id/en/canon-powershot-sx740-hs.html,"Rp5.399.000,00"
524,Canon PowerShot SX620 HS White,https://galaxycamera.id/en/canon-powershot-sx620-hs-white.html,"Rp3.780.000,00"
525,Canon PowerShot SX620 HS Red,https://galaxycamera.id/en/canon-powershot-sx620-hs-red.html,"Rp3.780.000,00"
526,Canon PowerShot SX620 HS Black,https://galaxycamera.id/en/canon-powershot-sx620-hs-black.html,"Rp3.780.000,00"
527,Canon PowerShot SX70 HS,https://galaxycamera.id/en/canon-powershot-sx70-hs.html,"Rp6.799.000,00"
528,Canon PowerShot G9 X Mark II Silver,https://galaxycamera.id/en/canon-powershot-g9-x-mark-ii-silver.html,"Rp6.334.000,00"
529,Canon PowerShot G9 X Mark II Black,https://galaxycamera.id/en/canon-powershot-g9-x-mark-ii-black.html,"Rp6.334.000,00"
530,Canon PowerShot G3 X,https://galaxycamera.id/en/canon-powershot-g3-x.html,"Rp10.920.000,00"
531,Canon PowerShot G1 X Mark III,https://galaxycamera.id/en/canon-powershot-g1-x-mark-iii.html,"Rp14.690.000,00"
532,Godox LED 120C Video Light,https://galaxycamera.id/en/godox-video-light-led-120c.html,"Rp585.000,00"
533,Flash Godox Thinklite TT350 For Nikon,https://galaxycamera.id/en/flash-godox-thinklite-tt350-for-nikon.html,"Rp1.273.500,00"
534,Flash Godox Thinklite TT350 For Fujifilm,https://galaxycamera.id/en/flash-godox-thinklite-tt350-for-fujifilm.html,"Rp1.273.500,00"
535,Baterai Charger Kingma Fujifilm NP-W126,https://galaxycamera.id/en/baterai-kingma-np-w126.html,"Rp420.000,00"
536,Canon EOS RP Body,https://galaxycamera.id/en/canon-eos-rp.html,"Rp20.900.000,00"
537,Canon IXUS 190 Blue,https://galaxycamera.id/en/canon-ixus-190-blue.html,"Rp2.220.000,00"
538,Canon IXUS 190 Black,https://galaxycamera.id/en/canon-ixus-190-black.html,"Rp2.220.000,00"
539,Canon IXUS 285 Silver,https://galaxycamera.id/en/canon-ixus-285-silver.html,"Rp2.890.000,00"
540,Canon IXUS 285 Black,https://galaxycamera.id/en/canon-ixus-285-black.html,"Rp2.890.000,00"
541,Canon EOS 7D Mark II Body,https://galaxycamera.id/en/canon-eos-7d-mark-ii-body.html,"Rp24.320.000,00"
542,Canon EOS 6D Mark II Body,https://galaxycamera.id/en/canon-eos-6d-mark-ii-body.html,"Rp26.390.000,00"
543,Canon EOS 200D Mark II Kit 18-55mm Black,https://galaxycamera.id/en/canon-eos-200d-mark-ii-kit-18-55mm-black.html,"Rp10.999.000,00"
544,Lensa 7Artisans 35mm F1.2 Panasonic/Olympus M43 Mount,https://galaxycamera.id/en/7artisans-35mm-f1-2-panasonic-olympus-m43-mount.html,"Rp1.590.000,00"
545,Lensa 7Artisans 35mm F1.2 EOS M Mount,https://galaxycamera.id/en/7artisans-35mm-f1-2-eos-m-mount.html,"Rp1.590.000,00"
546,Lensa 7Artisans 55mm F1.4 Panasonic Olympus M43 Mount,https://galaxycamera.id/en/7artisans-55mm-f1-4-panasonic-olympus-m43-mount.html,"Rp1.490.000,00"
547,Lensa 7Artisans 55mm F1.4 Canon EOS M Mount,https://galaxycamera.id/en/7artisans-55mm-f1-4-canon-eos-m-mount.html,"Rp1.490.000,00"
548,Lensa 7Artisans 50mm F1.8 Panasonic Olympus M43 Mount,https://galaxycamera.id/en/7artisans-50mm-f1-8-panasonic-olympus-m43-mount.html,"Rp800.000,00"
549,Lensa 7Artisans 50mm F1.8 Canon EOS M Mount,https://galaxycamera.id/en/7artisans-50mm-f1-8-canon-ef-m-mount.html,"Rp1.099.000,00"
550,Lensa 7Artisans 25mm F1.8 Panasonic Olympus M4/3,https://galaxycamera.id/en/7artisans-25mm-f1-8-panasonic-olympus-m43.html,"Rp790.000,00"
551,Lensa 7Artisans 25mm F1.8 Canon EOS M Mount,https://galaxycamera.id/en/7artisans-25mm-f1-8-canon-ef-m-mount.html,"Rp790.000,00"
552,Canon IXUS 185 Red,https://galaxycamera.id/en/canon-ixus-185-red.html,"Rp1.390.000,00"
553,Canon IXUS 185 Black,https://galaxycamera.id/en/canon-ixus-185-black.html,"Rp1.390.000,00"
554,Lensa Canon EF 75-300mm F/4-5.6 III,https://galaxycamera.id/en/lensa-canon-ef-75-300mm-f-4-5-6-iii.html,"Rp3.290.000,00"
555,Sony A6400 Body Black,https://galaxycamera.id/en/sony-a6400-body.html,"Rp12.999.000,00"
556,Sony A6400 Kit 16-50mm Black,https://galaxycamera.id/en/sony-a6400-kit-16-50mm.html,"Rp14.999.000,00"
557,Fujifilm Instax Mini 9 Clear Yellow,https://galaxycamera.id/en/fujifilm-instax-mini-9-clear-yellow.html,"Rp949.000,00"
558,Fujifilm Instax Mini Paper Alice - 10 Lembar,https://galaxycamera.id/en/fujifilm-instax-paper-mini-alice.html,"Rp99.000,00"
559,Zomei Q222 Tripod,https://galaxycamera.id/en/tripod-zomei-q222.html,"Rp500.000,00"
560,Fujifilm X-T30 Kit XF 18-55mm Black,https://galaxycamera.id/en/fujifilm-x-t30-kit-18-55mm-black.html,"Rp18.999.000,00"
561,Fujifilm X-T20 Kit XC 15-45mm Silver Argent,https://galaxycamera.id/en/fujifilm-x-t20-kit-xc-15-45mm-silver.html,"Rp14.499.000,00"
562,Fujifilm X-T20 Kit XC 15-45mm Black Noir,https://galaxycamera.id/en/fujifilm-x-t20-kit-15-45mm-black-noir.html,"Rp14.499.000,00"
563,Flash Godox Thinklite TT350 For Canon,https://galaxycamera.id/en/godox-mini-ttl-flash-tt350-c.html,"Rp1.273.500,00"
564,Flash Godox Thinklite TT350 For Sony,https://galaxycamera.id/en/godox-mini-ttl-flash-tt350-s.html,"Rp1.273.500,00"
565,Flash Godox Thinklite TT520II,https://galaxycamera.id/en/godox-thinklite-camera-flash-tt520ii.html,"Rp684.000,00"
566,Godox LED 36 Video Light,https://galaxycamera.id/en/godox-led-video-light-led36.html,"Rp281.250,00"
567,Lensa Meike 50mm APS-C F2 E-Mount For Sony,https://galaxycamera.id/en/lensa-meike-50mm-aps-c-f2-e-mount-for-sony.html,"Rp1.000.000,00"
568,Takara VIT-283 Light Weight Tripod,https://galaxycamera.id/en/tripod-takara-vit-283-video-tripod.html,"Rp410.000,00"
569,Takara Rover 50 Light Weight Tripod,https://galaxycamera.id/en/tripod-takara-lightweight-rover-50.html,"Rp292.000,00"
570,Somita ST-3560 Tripod,https://galaxycamera.id/en/tripod-somita-st-3560.html,"Rp350.000,00"
571,Kingjoy MP208F Flip Lock Monopod,https://galaxycamera.id/en/tripod-kingjoy-mp208f-flip-lock-monopod.html,"Rp550.000,00"
572,Memory SDHC Sandisk EXTREME PRO 32GB 95MB/s,https://galaxycamera.id/en/memory-sdhc-sandisk-extreme-pro-32gb-95mb.html,"Rp285.000,00"
573,Memory MicroSD Sandisk Ultra 32GB 98mb/s With Adapter,https://galaxycamera.id/en/memory-micro-sd-sandisk-ultra-32gb-98mbps.html,"Rp210.000,00"
574,Leather Case Nikon 1 J5,https://galaxycamera.id/en/leather-case-nikon-1-j5.html,"Rp175.000,00"
575,Filter UV Kenko Pro 1 CPL 58mm,https://galaxycamera.id/en/filter-uv-kenko-pro-1-cpl-58mm.html,"Rp150.000,00"
576,Filter UV Wako 72mm,https://galaxycamera.id/en/filter-uv-wako-72mm.html,"Rp55.000,00"
577,Filter UV Somita 95mm,https://galaxycamera.id/en/filter-uv-somita-95mm.html,"Rp200.000,00"
578,Filter UV Somita 86mm,https://galaxycamera.id/en/filter-uv-somita-86mm.html,"Rp185.000,00"
579,Filter UV Somita 82mm,https://galaxycamera.id/en/filter-uv-somita-82mm.html,"Rp160.000,00"
580,Filter UV Somita 43mm,https://galaxycamera.id/en/filter-uv-somita-43mm.html,"Rp80.000,00"
581,Filter UV Kenko Pro 37mm,https://galaxycamera.id/en/filter-uv-kenko-pro-1-37mm.html,"Rp80.000,00"
582,Filter UV Kenko Optical Filter 77mm,https://galaxycamera.id/en/filter-uv-kenko-optical-filter-77mm.html,"Rp80.000,00"
