id,nama,url,harga
182,Joby GorillaPod Magnetic 325,https://galaxycamera.id/en/joby-gorillapod-magnetic-325.html,"Rp410.000,00"
183,Hollyland Mars X 1080p HDMI Wireless Video Transmitter,https://galaxycamera.id/en/hollyland-mars-x-1080p-hdmi-wireless-video-transmitter.html,"Rp2.199.000,00"
184,Nikon Coolpix P1000,https://galaxycamera.id/en/nikon-coolpix-p1000.html,"Rp15.999.000,00"
185,Avangarde HDMI Capture Card & Live Broadcasting,https://galaxycamera.id/en/avangarde-hdmi-capture-card-live-broadcasting.html,"Rp1.599.000,00"
186,RodeLink Filmmaker Kit,https://galaxycamera.id/en/rodelink-filmmaker-kit.html,"Rp4.995.000,00"
187,Godox SB-BW 35160 Bowens Mount Softbox 35 x 160cm,https://galaxycamera.id/en/godox-sb-bw-35160-bowens-mount-softbox-35-x-160cm.html,"Rp470.000,00"
188,Godox SB-BW 6090 Bowens Mount Softbox 60 x 90cm,https://galaxycamera.id/en/godox-sb-bw-6090-bowens-mount-softbox-60-x-90cm.html,"Rp350.000,00"
189,Godox SB-BW 6060 Bowens Mount Softbox 60 x 60cm,https://galaxycamera.id/en/godox-sb-bw-6060-bowens-mount-softbox-60-x-60cm.html,"Rp315.000,00"
190,Godox RFT-05 Collapsible 5 in 1 Reflector 110cm,https://galaxycamera.id/en/godox-rft-05-collapsible-5-in-1-reflector-110cm.html,"Rp265.000,00"
191,Godox LSD60 Light Tent,https://galaxycamera.id/en/godox-lsd60-light-tent.html,"Rp1.300.000,00"
192,Godox LSD40 Light Tent,https://galaxycamera.id/en/godox-lsd40-light-tent.html,"Rp1.015.000,00"
193,Godox RGB Mini Creative M1 On-Camera Video LED Light,https://galaxycamera.id/en/godox-rgb-mini-creative-m1-on-camera-video-led-light.html,"Rp1.935.000,00"
194,Feiyu AK2000S 3-Axis Handheld Stabilizer Standard Kit,https://galaxycamera.id/en/feiyu-ak2000s.html,"Rp4.650.000,00"
195,Takara Light Stand Spirit-2,https://galaxycamera.id/en/takara-light-stand-spirit-2.html,"Rp207.000,00"
196,Ulanzi U-30S Universal Tripod Ball Head,https://galaxycamera.id/en/ulanzi-u-30s-universal-tripod-ball-head.html,"Rp125.000,00"
197,Fujifilm Instax Mini LIPlay Dark Gray,https://galaxycamera.id/en/fujifilm-instax-mini-liplay-dark-gray.html,"Rp2.449.000,00"
198,Ulanzi UURig R001,https://galaxycamera.id/en/ulanzi-uurig-r001.html,"Rp183.000,00"
199,Charger Canon LC-E12E Original,https://galaxycamera.id/en/charger-canon-lc-e12e-original.html,"Rp880.000,00"
200,TetherPlus USB 2.0 Micro B Cable 5 Meter,https://galaxycamera.id/en/tetherplus-usb-2-0-micro-b-cable-5-meter.html,"Rp295.000,00"
201,TetherPlus USB 2.0 Micro B Cable 3 Meter,https://galaxycamera.id/en/tetherplus-usb-2-0-micro-b-cable-3-meter.html,"Rp195.000,00"
202,TetherPlus USB 2.0 Mini B Cable 5 Meter,https://galaxycamera.id/en/tetherplus-usb-2-0-mini-b-cable-5-meter.html,"Rp295.000,00"
203,TetherPlus USB 2.0 Mini B Cable 2 Meter,https://galaxycamera.id/en/tetherplus-usb-2-0-mini-b-cable-2-meter.html,"Rp125.000,00"
204,TetherPlus Mini HDMI To HDMI 1.5 Meter,https://galaxycamera.id/en/tetherplus-mini-hdmi-to-hdmi-1-5-meter.html,"Rp110.000,00"
205,TetherPlus Micro HDMI To HDMI 1.5 Meter,https://galaxycamera.id/en/tetherplus-micro-hdmi-to-hdmi-1-5-meter.html,"Rp110.000,00"
206,Takara Artemis 234 Tripod,https://galaxycamera.id/en/tripod-takara-artemis-234.html,"Rp249.000,00"
207,Takara Artemis 203 Tripod,https://galaxycamera.id/en/tripod-takara-artemis-203.html,"Rp220.000,00"
208,Joby Telepod Mobile,https://galaxycamera.id/en/joby-telepod-mobile.html,"Rp770.000,00"
209,Joby Telepod Pro Kit,https://galaxycamera.id/en/joby-telepod-pro-kit.html,"Rp990.000,00"
210,Baterai Kingma NP-F970,https://galaxycamera.id/en/baterai-kingma-np-f970.html,"Rp340.000,00"
211,Zhiyun Smooth X White,https://galaxycamera.id/en/zhiyun-smooth-x-white.html,"Rp888.000,00"
212,Zhiyun Smooth X Gray,https://galaxycamera.id/en/zhiyun-smooth-x-gray.html,"Rp888.000,00"
213,Takara Rover 77 Light Weight Tripod,https://galaxycamera.id/en/tripod-takara-light-weight-rover-77.html,"Rp890.000,00"
214,Visico LS-8008CK Air Cushion Light Stand,https://galaxycamera.id/en/tripod-visico-ls-8008-ck-air-cushion-light-stand.html,"Rp396.000,00"
215,Visico LS-8005 Air Cushion Light Stand,https://galaxycamera.id/en/tripod-visico-ls-8005-air-cushion-light-stand.html,"Rp295.000,00"
216,Takara Rover 66 Light Weight Tripod,https://galaxycamera.id/en/tripod-takara-light-weight-rover-66.html,"Rp625.000,00"
217,Mamen WMIC-01 (1 To 2) Wireless Microphone,https://galaxycamera.id/en/mamen-microphone-wmic-01-1-to-2.html,"Rp1.999.000,00"
218,Mamen WMIC-01 (1 To 1) Wireless Microphone,https://galaxycamera.id/en/mamen-microphone-wmic-01-1-to-1.html,"Rp1.499.000,00"
219,"Zomei ZM-128 10.5"" Pink LED Ring Light",https://galaxycamera.id/en/zomei-zm-128-10-5-pink-led-ring-light.html,"Rp475.000,00"
220,"Zomei ZM-100 6"" Bi-Color LED Ring Light",https://galaxycamera.id/en/zomei-zm-100-6-bi-color-led-ring-light.html,"Rp350.000,00"
221,Visico VL-150+ 220V Softbox Kit 2 Head,https://galaxycamera.id/en/visico-vl-150-220v-softbox-kit-2-head.html,"Rp3.630.000,00"
222,Synco Lav-S6 Condenser Lavalier Microphone,https://galaxycamera.id/en/synco-lav-s6-condenser-lavalier-microphone.html,"Rp363.000,00"
223,Highlights HL-803H Light Stand,https://galaxycamera.id/en/tripod-highlight-hl-803h-light-stand-blm-ngelink-di-app-galaxy.html,"Rp176.000,00"
224,Rode SC-6L Dual TRRS Input and Headphone Output For iOS Devices,https://galaxycamera.id/en/rode-sc-6l-dual-trrs-input-and-headphone-output-for-ios-devices.html,"Rp1.315.000,00"
225,Excell Flexy GorillaPod,https://galaxycamera.id/en/excell-flexy-gorillapod.html,"Rp135.000,00"
226,Dry Cabinet Everbrait MRD-55S,https://galaxycamera.id/en/dry-cabinet-everbrait-mrd-55s.html,"Rp1.990.000,00"
227,Lensa 7Artisans 7.5mm F2.8 For Canon EOS M Mount,https://galaxycamera.id/en/lensa-7artisans-7-5mm-f2-8-for-canon-eos-m-mount.html,"Rp1.990.000,00"
228,Lensa 7Artisans 7.5mm F2.8 For Sony E-Mount,https://galaxycamera.id/en/lensa-7artisans-7-5mm-f2-8-for-sony-e-mount.html,"Rp1.990.000,00"
229,Lensa 7Artisans 7.5mm F2.8 For Fuji FX Mount,https://galaxycamera.id/en/lensa-7artisans-7-5mm-f2-8-for-fuji-fx-mount.html,"Rp1.990.000,00"
230,Lensa Fujifilm Fujinon XC 35mm F2,https://galaxycamera.id/en/lensa-fujifilm-fujinon-xc-35mm-f2.html,"Rp2.999.000,00"
231,Feiyu Pocket,https://galaxycamera.id/en/feiyu-pocket.html,"Rp2.999.000,00"
232,Insta360 ONE R Twin Edition,https://galaxycamera.id/en/insta360-one-r-twin-edition.html,"Rp7.999.000,00"
233,Brica B-PRO5 Alpha Edition 4K Silver,https://galaxycamera.id/en/brica-b-pro5-alpha-edition-4k-silver.html,"Rp599.000,00"
234,Brica B-PRO5 Alpha Edition 4K Black,https://galaxycamera.id/en/brica-b-pro5-alpha-edition-4k-black.html,"Rp599.000,00"
235,GVM LED 800D-RGB Video Light,https://galaxycamera.id/en/gvm-led-800d-rgb-video-light.html,"Rp1.770.000,00"
236,Takara ECO-M254A Light Weight Monopod,https://galaxycamera.id/en/monopod-takara-light-weight-eco-m254a.html,"Rp148.000,00"
237,Takara VIM-274 Light Weight Monopod,https://galaxycamera.id/en/monopod-takara-light-weight-vim-274.html,"Rp445.000,00"
238,Boya BY-MM1+ Super-cardioid Condenser Shotgun Microphone,https://galaxycamera.id/en/boya-microphone-by-mm1.html,"Rp439.000,00"
239,GVM LS-P80S-1 LED Light Kit With Umbrella,https://galaxycamera.id/en/gvm-ls-p80s-1-led-light-kit-with-umbrella.html,"Rp2.730.000,00"
240,GVM LED 560AS 2 Kit Bi Color Video Light,https://galaxycamera.id/en/gvm-led-560as-2-kit-bi-color-video-light.html,"Rp4.150.000,00"
241,Boya BY-AUM3 U-Shape 3.5mm TRRS Microphone,https://galaxycamera.id/en/boya-by-aum3-u-shape-3-5mm-trrs-microphone.html,"Rp190.000,00"
242,Casell LED SL-60AI For Smartphone Video Lighting,https://galaxycamera.id/en/casell-led-sl-60ai-for-smartphone-video-lighting.html,"Rp380.000,00"
243,Ulanzi AgimbalGear DH-03 L Extended Plate Mount For Gimbal,https://galaxycamera.id/en/ulanzi-agimbalgear-dh-03-l-extended-plate-mount-for-gimbal.html,"Rp390.000,00"
244,Ulanzi UURig C-EOS90D Camera Cage For Canon EOS 70D/80D/90D,https://galaxycamera.id/en/ulanzi-uurig-c-eos90d-camera-cage-for-canon-eos-70d-80d-90d.html,"Rp650.000,00"
245,Ulanzi UURig C-M6 Camera Cage For Canon EOS M6 Mark II,https://galaxycamera.id/en/ulanzi-uurig-c-m6-camera-cage-for-canon-eos-m6-mark-ii.html,"Rp599.000,00"
246,Ulanzi UURig C-A7III Camera Cage For Sony A7 III & A7R III,https://galaxycamera.id/en/ulanzi-uurig-c-a7iii-camera-cage-for-sony-a7-iii-a7r-iii.html,"Rp715.000,00"
247,Ulanzi UURig R029 Canon EOS M6 Mark II L-Plate,https://galaxycamera.id/en/ulanzi-uurig-r029-canon-eos-m6-mark-ii-l-plate.html,"Rp330.000,00"
248,Ulanzi G8-3 Silicone Cage With Lens Cap For GoPro HERO8 Black,https://galaxycamera.id/en/ulanzi-g8-3-silicone-cage-with-lens-cap-for-gopro-hero8-black.html,"Rp115.000,00"
249,Insta360 Run Bundle For ONE X/ONE R/ONE,https://galaxycamera.id/en/insta360-run-bundle-for-one-x-one-r-one.html,"Rp449.000,00"
250,Phone Holder Tripod Mount 360 Derajat,https://galaxycamera.id/en/phone-holder-tripod-mount-360-derajat.html,"Rp40.000,00"
251,Ulanzi GoPro Microphone Adapter Mount PT-6,https://galaxycamera.id/en/ulanzi-gopro-microphone-adapter-mount-pt-6.html,"Rp149.000,00"
252,Ulanzi U-Mount 360 Derajat Smartphone Holder,https://galaxycamera.id/en/ulanzi-u-mount-360-derajat-smartphone-holder.html,"Rp75.000,00"
253,Nikon FTZ Mount Adapter,https://galaxycamera.id/en/nikon-ftz-mount-adapter.html,"Rp4.099.000,00"
254,Mamen KM-D2 Pro Dual Lavalier Microphone,https://galaxycamera.id/en/mamen-microphone-km-d2-pro-dual-lavalier.html,"Rp285.000,00"
255,GVM LED 560AS Bi Color Video Light,https://galaxycamera.id/en/gvm-led-560as-bi-color-video-light.html,"Rp1.770.000,00"
256,Canon EOS M6 Body Silver,https://galaxycamera.id/en/canon-eos-m6-body-silver.html,"Rp8.998.000,00"
257,Baterai Canon NB-13L Original,https://galaxycamera.id/en/baterai-canon-nb-13l-original.html,"Rp650.000,00"
258,Zomei 1200 + Phone Holder Tripod,https://galaxycamera.id/en/tripod-zomei-1200-phone-holder.html,"Rp299.000,00"
259,Ulanzi Triple Cold Shoe Extension Bracket PT-3,https://galaxycamera.id/en/ulanzi-pt-3-triple-cold-shoe-extension-bracket.html,"Rp109.000,00"
260,Takara Flexy GorillaPod FP-666,https://galaxycamera.id/en/tripod-takara-flexy-gorillapod-fp-666.html,"Rp92.000,00"
261,Peak Design Slide Camera Sling Strap Ash,https://galaxycamera.id/en/peak-design-slide-camera-sling-strap-ash.html,"Rp1.065.000,00"
262,Peak Design Slide Camera Sling Strap Black,https://galaxycamera.id/en/peak-design-slide-camera-sling-strap-black.html,"Rp1.065.000,00"
263,Peak Design Slide Lite Camera Sling Strap Black,https://galaxycamera.id/en/peak-design-slide-lite-camera-sling-strap-black.html,"Rp865.000,00"
264,Peak Design Slide Lite Camera Sling Strap Ash,https://galaxycamera.id/en/peak-design-slide-lite-camera-sling-strap-ash.html,"Rp865.000,00"
265,Peak Design Cuff Camera Wrist Strap Ash,https://galaxycamera.id/en/peak-design-cuff-camera-wrist-strap-ash.html,"Rp515.000,00"
266,Peak Design Cuff Camera Wrist Strap Black,https://galaxycamera.id/en/peak-design-cuff-camera-wrist-strap-black.html,"Rp515.000,00"
267,Manfrotto Pixi Mini Tripod Red,https://galaxycamera.id/en/tripod-mini-manfrotto-pixi-red.html,"Rp385.000,00"
268,Manfrotto Pixi Mini Tripod Black,https://galaxycamera.id/en/tripod-mini-manfrotto-pixi-black.html,"Rp385.000,00"
269,Manfrotto Pixi Evo 2-Section Mini Tripod Red,https://galaxycamera.id/en/tripod-mini-manfrotto-pixi-evo-2-section-red.html,"Rp650.000,00"
270,Manfrotto Pixi Evo 2-Section Mini Tripod Black,https://galaxycamera.id/en/tripod-mini-manfrotto-pixi-evo-2-section-black.html,"Rp650.000,00"
271,Ulanzi MT-05 Mini Tripod,https://galaxycamera.id/en/tripod-mini-ulanzi-mt-05.html,"Rp65.000,00"
272,Memory MicroSDXC Sandisk Extreme Pro 128Gb 170mb/s,https://galaxycamera.id/en/memory-micro-sdxc-sandisk-extreme-pro-128gb-170mb-s.html,"Rp699.000,00"
273,Insta360 GO,https://galaxycamera.id/en/insta360-go.html,"Rp3.399.000,00"
274,Ulanzi 2 in 1 Flexy GorillaPod TT20S,https://galaxycamera.id/en/tripod-ulanzi-2-in-1-flexible-tt20s.html,"Rp197.000,00"
275,Ulanzi M-Rig Metal Universal Video Rig,https://galaxycamera.id/en/ulanzi-m-rig-metal-universal-video-rig.html,"Rp353.000,00"
276,Ulanzi U-Rig Pro Smartphone Video Rig,https://galaxycamera.id/en/ulanzi-u-rig-pro-smartphone-video-rig.html,"Rp157.000,00"
277,Dry Cabinet Casell CL-35A,https://galaxycamera.id/en/dry-cabinet-casell-cl-35a.html,"Rp1.420.000,00"
278,Baterai Charger Casell NB-13L,https://galaxycamera.id/en/baterai-charger-casell-nb-13l.html,"Rp650.000,00"
279,Baterai Charger Casell DMW-BLC12E,https://galaxycamera.id/en/baterai-charger-casell-dmw-blc12e.html,"Rp599.000,00"
280,Godox LED 1000C Video Light,https://galaxycamera.id/en/godox-led-1000c-video-light.html,"Rp4.890.000,00"
281,Godox LED 500C Video Light,https://galaxycamera.id/en/godox-led-500c-video-light.html,"Rp2.460.000,00"
282,GoPro Light Mod For HERO8 Black,https://galaxycamera.id/en/gopro-light-mod-for-hero8-black.html,"Rp889.000,00"
283,Viltrox VL-600T Bi-Color LED Ring Light,https://galaxycamera.id/en/ring-light-viltrox-vl-600t.html,"Rp1.500.000,00"
284,DJI Mavic 2 Zoom,https://galaxycamera.id/en/dji-mavic-2-zoom.html,"Rp17.999.000,00"
285,DJI Mavic 2 Pro,https://galaxycamera.id/en/dji-mavic-2-pro.html,"Rp22.999.000,00"
286,Ulanzi Phone Holder ST-02S Red,https://galaxycamera.id/en/ulanzi-phone-holder-st-02s-red.html,"Rp120.000,00"
287,Ulanzi Phone Holder ST-02S Titanium,https://galaxycamera.id/en/ulanzi-phone-holder-st-02s-titanium.html,"Rp120.000,00"
288,Takara Spirit-1 Light Stand,https://galaxycamera.id/en/takara-spirit-1-light-stand.html,"Rp161.000,00"
289,Takara Spirit-3 Light Stand,https://galaxycamera.id/en/takara-spirit-3-light-stand.html,"Rp325.000,00"
290,Brica B-PRO5 Alpha Edition 4K Mark II S Black,https://galaxycamera.id/en/brica-b-pro5-alpha-edition-4k-mark-ii-s-black.html,"Rp899.000,00"
291,Brica B-PRO5 Alpha Edition Basic Silver,https://galaxycamera.id/en/brica-b-pro5-alpha-edition-basic-silver.html,"Rp399.000,00"
292,Brica B-PRO5 Alpha Edition Basic Black,https://galaxycamera.id/en/brica-b-pro5-alpha-edition-basic-black.html,"Rp399.000,00"
293,Brica B-PRO5 Alpha Edition Lite Black,https://galaxycamera.id/en/brica-b-pro5-alpha-edition-lite-black.html,"Rp499.000,00"
294,Brica B-PRO5 Alpha Edition Lite Silver,https://galaxycamera.id/en/brica-b-pro5-alpha-edition-lite-silver.html,"Rp499.000,00"
295,DJI Mavic Air 2 Fly More Combo,https://galaxycamera.id/en/dji-mavic-air-2-fly-more-combo.html,"Rp15.999.000,00"
296,DJI Mavic Air 2,https://galaxycamera.id/en/dji-mavic-air-2.html,"Rp11.999.000,00"
297,Fujifilm Instax Mini 11 Blush Pink,https://galaxycamera.id/en/fujifilm-instax-mini-11-blush-pink.html,"Rp1.099.000,00"
298,Fujifilm Instax Mini 11 Lilac Purple,https://galaxycamera.id/en/fujifilm-instax-mini-11-lilac-purple.html,"Rp1.099.000,00"
299,Fujifilm Instax Mini 11 Ice White,https://galaxycamera.id/en/fujifilm-instax-mini-11-ice-white.html,"Rp1.099.000,00"
300,Fujifilm Instax Mini 11 Sky Blue,https://galaxycamera.id/en/fujifilm-instax-mini-11-sky-blue.html,"Rp1.099.000,00"
301,Fujifilm Instax Mini 11 Charcoal Gray,https://galaxycamera.id/en/fujifilm-instax-mini-11-charcoal-gray.html,"Rp1.099.000,00"
302,Joby GorillaPod Starter Kit,https://galaxycamera.id/en/joby-gorillapod-starter-kit.html,"Rp350.000,00"
303,Joby GorillaPod Mobile RIG,https://galaxycamera.id/en/joby-gorillapod-mobile-rig.html,"Rp1.350.000,00"
304,Boya BY-PM700 USB Condenser Microphone,https://galaxycamera.id/en/boya-microphone-by-pm70.html,"Rp1.550.000,00"
305,Memory SDXC Sandisk Extreme Pro 128GB 170MB/S,https://galaxycamera.id/en/memory-sdxc-sandisk-extreme-pro-128gb-170mb-s.html,"Rp720.000,00"
306,Memory Micro SDXC Sandisk Extreme Pro 64GB 170mb/s,https://galaxycamera.id/en/memory-microsdxc-sandisk-64gb-170mb-s.html,"Rp500.000,00"
307,GVM LED 10S-RGB Video Light,https://galaxycamera.id/en/gvm-10s-rgb-led-video-light.html,"Rp875.000,00"
308,GVM LED 800D-RGB Studio 2-Video Light Kit,https://galaxycamera.id/en/gvm-800d-rgb-led-studio-2-video-light-kit.html,"Rp4.150.000,00"
309,Ricoh Theta Z1,https://galaxycamera.id/en/ricoh-theta-z1.html,"Rp15.750.000,00"
310,Ricoh GR III OTH,https://galaxycamera.id/en/ricoh-gr-iii-oth.html,"Rp14.000.000,00"
311,Ricoh GR II OTH,https://galaxycamera.id/en/ricoh-gr-ii-oth.html,"Rp7.500.000,00"
312,Ulanzi LED 112 Video Light,https://galaxycamera.id/en/ulanzi-112-led-video-light.html,"Rp201.000,00"
313,Ulanzi LED 96 Video Light,https://galaxycamera.id/en/ulanzi-96-led-video-light.html,"Rp210.000,00"
314,Somita ST-3110 Tripod,https://galaxycamera.id/en/tripod-somita-st3110.html,"Rp126.500,00"
315,Ulanzi UURig C-A6400 For Sony A6400 Camera Cage,https://galaxycamera.id/en/ulanzi-uurig-c-a6400-for-sony-a6400-camera-cage.html,"Rp520.000,00"
316,Ulanzi UURig R006 For Sony A6400/A6100/A6300 Quick Release L Plate,https://galaxycamera.id/en/ulanzi-uurig-r006-for-sony-a6400-a6100-a6300-quick-release-l-plate.html,"Rp245.000,00"
317,Ulanzi Phone Holder ST-03,https://galaxycamera.id/en/ulanzi-phone-holder-st-03.html,"Rp185.000,00"
318,Ulanzi Phone Holder ST-02,https://galaxycamera.id/en/ulanzi-phone-holder-st-02.html,"Rp109.000,00"
319,Ulanzi UURig R008 Camera Cold Shoe Top Handle,https://galaxycamera.id/en/ulanzi-uurig-r008-camera-cold-shoe-top-handle.html,"Rp320.000,00"
320,Ulanzi 3 Cold Shoe Grip - R005,https://galaxycamera.id/en/ulanzi-3-cold-shoe-grip-r005.html,"Rp285.000,00"
321,Ulanzi TT20 2 in 1 TableTop Tripod,https://galaxycamera.id/en/tripod-ulanzi-tt20-2-in-1.html,"Rp212.000,00"
322,Ulanzi Dual Cold Shoe Mount PT2,https://galaxycamera.id/en/ulanzi-dual-cold-shoe-mount-pt2.html,"Rp105.000,00"
323,Ulanzi Microphone Vlog Cold Shoe Mount PT5,https://galaxycamera.id/en/ulanzi-microphone-vlog-cold-shoe-mount-pt5.html,"Rp99.000,00"
324,Fujifilm X100V Black,https://galaxycamera.id/en/fujifilm-x100v-black.html,"Rp21.999.000,00"
325,Fujifilm X-PRO3 Body Black,https://galaxycamera.id/en/fujifilm-x-pro3-body-black.html,"Rp27.999.000,00"
326,Canon EOS R Body,https://galaxycamera.id/en/canon-eos-r-body.html,"Rp39.590.000,00"
327,Lensa Canon EF 200mm F/2.8 L II USM,https://galaxycamera.id/en/lensa-canon-ef-200mm-f-2-8-l-ii-usm.html,"Rp11.290.000,00"
328,Canon EF 17-40mm F/4 L USM,https://galaxycamera.id/en/canon-ef-17-40mm-f-4-l-usm.html,"Rp11.900.000,00"
329,Lensa Canon EF 16-35mm F/4 L IS USM,https://galaxycamera.id/en/lensa-canon-ef-16-35mm-f-4-l-is-usm.html,"Rp15.285.000,00"
330,Lensa Fujifilm Fujinon XF 8-16mm F2.8R LM WR,https://galaxycamera.id/en/lensa-fujinon-xf8-16mm-f2-8r-lm-wr.html,"Rp29.999.000,00"
331,Baterai Sony NP-FW50 Original,https://galaxycamera.id/en/baterai-sony-np-fw50-original.html,"Rp899.000,00"
332,Nikon D7500 Kit 18-140mm,https://galaxycamera.id/en/nikon-d7500-kit-18-140mm.html,"Rp19.999.000,00"
333,Nikon D7500 Body,https://galaxycamera.id/en/nikon-d7500-body.html,"Rp14.999.000,00"
334,Zhiyun Weebill S,https://galaxycamera.id/en/zhiyun-weebill-s.html,"Rp4.990.000,00"
335,Nikon Z6 Body + FTZ Adapter,https://galaxycamera.id/en/nikon-z6-body-ftz-adapter.html,"Rp31.999.000,00"
336,Panasonic Lumix DC-G9 Body,https://galaxycamera.id/en/panasonic-lumix-dc-g9-body.html,"Rp19.999.000,00"
337,Canon EOS 200D Mark II Kit 18-55mm Silver,https://galaxycamera.id/en/canon-eos-200d-mark-ii-kit-18-55mm-silver.html,"Rp10.999.000,00"
338,Canon EOS M200 White Kit 15-45mm,https://galaxycamera.id/en/canon-eos-m200-white-kit-15-45mm.html,"Rp8.099.000,00"
339,Lensa Yongnuo 35mm f2 For Canon,https://galaxycamera.id/en/lensa-yongnuo-35mm-f2-for-canon.html,"Rp1.450.000,00"
340,Lensa Yongnuo 35mm f2 For Nikon,https://galaxycamera.id/en/lensa-yongnuo-35mm-f2-for-nikon.html,"Rp1.450.000,00"
341,Moza AirCross 2 3-Axis Handheld Gimbal Stabilizer Limited Edition White,https://galaxycamera.id/en/moza-aircross-2-limited-edition-white.html,"Rp6.000.000,00"
342,Memory SDHC Sandisk Ultra 64GB 100mb/s,https://galaxycamera.id/en/memory-sdhc-sandisk-ultra-64gb-100mbps.html,"Rp295.000,00"
343,Memory SDHC Sandisk Extreme 128GB 150mbps,https://galaxycamera.id/en/memory-sdhc-sandisk-extreme-128gb-150mbps.html,"Rp899.000,00"
344,Charger Sony BC-TRV,https://galaxycamera.id/en/charger-sony-bc-trv.html,"Rp190.000,00"
345,Dry Cabinet Casell CL-21C,https://galaxycamera.id/en/dry-box-casell-cl-21c.html,"Rp825.000,00"
346,Brica B-PRO5 Alpha Edition 4K Mark II S Silver,https://galaxycamera.id/en/brica-b-pro5-alpha-edition-4k-mark-ii-s-silver.html,"Rp899.000,00"
347,Boya BY-WM4 Mark II Wireless Microphone,https://galaxycamera.id/en/microphone-wireless-boya-by-wm4-mark-ii.html,"Rp950.000,00"
348,Fujifilm X-T200 Kit 15-45mm Gold,https://galaxycamera.id/en/fujifilm-x-t200-gold-kit-15-45mm.html,"Rp9.499.000,00"
349,Fujifilm X-T200 Kit 15-45mm Dark Silver,https://galaxycamera.id/en/fujifilm-x-t200-dark-silver-kit-15-45mm.html,"Rp9.499.000,00"
350,Fujifilm X-T200 Kit 15-45mm Silver,https://galaxycamera.id/en/fujifilm-x-t200-silver-kit-15-45mm.html,"Rp9.499.000,00"
351,Lensa Panasonic Lumix 45-150mm F4.0-5.6 ASPH,https://galaxycamera.id/en/panasonic-lumix-45-150mm-f4-0-5-6-asph.html,"Rp3.190.000,00"
352,DJI Mavic Mini Charging Base,https://galaxycamera.id/en/dji-mavic-mini-charging-base.html,"Rp599.000,00"
353,Lensa Panasonic Leica DG summilux 25mm F1.4 ASPH,https://galaxycamera.id/en/panasonic-leica-dg-summilux-25mm-f1-4-asph.html,"Rp6.990.000,00"
354,Sony A7S Mark II Body,https://galaxycamera.id/en/sony-a7s-mark-ii-body.html,"Rp34.999.000,00"
355,Attanta SMP-07 Blue Mini Monopod,https://galaxycamera.id/en/mini-monopod-attanta-smp-07-blue.html,"Rp135.000,00"
356,Attanta SMP-07 Titanium Mini Monopod,https://galaxycamera.id/en/mini-monopod-attanta-smp-07-titanium.html,"Rp135.000,00"
357,Feiyu G6 Plus 3-Axis Handheld Gimbal Stabilizer,https://galaxycamera.id/en/feiyu-g6-plus-3-axis-handheld-stabilizer.html,"Rp2.750.000,00"
358,Canon EOS 90D Kit EF-S 18-55mm IS STM,https://galaxycamera.id/en/canon-eos-90d-kit-18-55mm.html,"Rp19.550.000,00"
359,Canon EOS 90D Body,https://galaxycamera.id/en/canon-eos-90d-body.html,"Rp17.690.000,00"
360,Casell LED 320 AS Video Light,https://galaxycamera.id/en/casell-led-320-as-video-light.html,"Rp920.000,00"
361,Boya BY-WM8 Pro-K2 Wireless Microphone,https://galaxycamera.id/en/boya-wireless-microphone-by-wm8-pro-k2.html,"Rp2.850.000,00"
362,Boya BY-WM8 Pro-K1 Wireless Microphone,https://galaxycamera.id/en/boya-wireless-microphone-by-wm8-pro-k1.html,"Rp1.930.000,00"
363,Lensa Sony FE 35mm F1.8,https://galaxycamera.id/en/sony-fe-35mm-f1-8.html,"Rp9.499.000,00"
364,Sony DSC-WX500 Black,https://galaxycamera.id/en/sony-dsc-wx500-black.html,"Rp4.229.000,00"
365,Takara AA-747P Tripod,https://galaxycamera.id/en/tripod-takara-aa-747p-black.html,"Rp800.000,00"
366,Memory SDHC Sandisk ULTRA 128GB 100mb/s,https://galaxycamera.id/en/memory-sdhc-sandisk-ultra-128gb-100mb-s.html,"Rp560.000,00"
367,Fujifilm Instax Mini Paper Confetti - 10 Lembar,https://galaxycamera.id/en/fujifilm-instax-mini-paper-confetti.html,"Rp95.000,00"
368,Memory Sony SDXC 64GB 277 Mbps/150 Mbps UHS-II,https://galaxycamera.id/en/memory-sony-sdxc-64gb-277-mbps-150-mbps-uhs-ii.html,"Rp799.000,00"
369,Charger Canon LC-E10E Original,https://galaxycamera.id/en/charger-canon-lc-e10e-original.html,"Rp836.000,00"
370,Tas Camera Naica Carmel Black,https://galaxycamera.id/en/tas-camera-naica-carmel-black.html,"Rp275.000,00"
371,Tas Camera Naica Jaffa Navy,https://galaxycamera.id/en/tas-camera-naica-jaffa-navy.html,"Rp250.000,00"
372,Tas Camera Naica Jaffa Black,https://galaxycamera.id/en/tas-camera-naica-jaffa-black.html,"Rp250.000,00"
373,Tas Camera Naica Bronx Charchoal,https://galaxycamera.id/en/tas-camera-naica-bronx-charchoal.html,"Rp700.000,00"
374,Tas Camera Naica Boston Charcoal,https://galaxycamera.id/en/tas-camera-naica-boston-charcoal.html,"Rp435.000,00"
375,Tas Camera Naica Boston Black,https://galaxycamera.id/en/tas-camera-naica-boston-black.html,"Rp435.000,00"
376,Tas Camera Naica Juno Charcoal,https://galaxycamera.id/en/tas-camera-naica-juno-charcoal.html,"Rp350.000,00"
